id,transaction_date,description,amount,reference_number
txn-05013,2024-12-14,PATRICIA SUE MARTIN DEPOSIT,1100.00,REF0013
txn-00670,2024-12-20,SARAH J,1200.00,REF0670
txn-04157,2024-12-13,CARTER GEORGE ONLINE,9870.50,REF0157
txn-05497,2024-12-24,E WHITE ACH,5600.00,REF0497
txn-07184,2024-12-25,JAMES PATRICK HARRIS WIRE,432.75,REF0184
txn-02260,2024-12-25,DEP DONALD RAY WRIGHT,2345.00,REF0260
txn-06046,2024-12-18,ONLINE SANDRA LEE ADAMS,456.75,REF0046
txn-05544,2024-12-18,E PEREZ CHECK,1678.00,REF0544
txn-05392,2024-12-11,PAYMENT RICHARD DEAN TAYLOR,8900.00,REF0392
txn-08070,2024-12-22,CARTER GEORGE ONLINE,9870.50,REF0070
txn-01156,2024-12-20,ONLINE KEVIN MICHAEL PHILLIPS,345.00,REF0156
txn-05764,2024-12-16,WIRE TRANSFER,892.50,REF0764
txn-09782,2024-12-12,UNKNOWN DEPOSIT,567.25,REF0782
txn-06883,2024-12-24,CHECK RECEIVED,1200.00,REF0883
txn-02705,2024-12-24,MISC PAYMENT,456.75,
txn-02552,2024-12-19,MARTIN P PAYMENT,1100.00,REF0552
txn-00128,2024-12-10,WALKER NANCY ONLINE,287.00,REF0128
txn-04999,2024-12-15,ROYALTY PAYMENT,802.57,EXT0999
txn-03801,2024-12-11,CASH DEPOSIT,1567.00,
txn-05751,2024-12-19,CHECK DEPOSIT,1100.00,REF0751
txn-03089,2024-12-24,DEP GEORGE WILLIAM CARTER,9870.50,REF0089
txn-08750,2024-12-16,MISC PAYMENT,4125.00,REF0750
txn-02209,2024-12-11,THOMAS MICHELLE DEPOSIT,1875.50,REF0209
txn-05194,2024-12-11,ELIZABETH JANE WHITE CHECK,5600.00,REF0194
txn-08388,2024-12-18,CLARK JOSEPH ACH PMT,1567.00,REF0388
txn-04141,2024-12-25,"WHITE, ELIZABETH WIRE",5600.00,REF0141
txn-08677,2024-12-15,ROBERT ANDERSON,725.00,REF0677
txn-07335,2024-12-19,AMANDA LYNN WILSON CHECK DEP,3200.00,REF0335
txn-05180,2024-12-17,JOHNSON SARAH CHECK DEP,1200.00,REF0180
txn-02681,2024-12-11,STE YOUNG WIRE,6750.00,REF0681
txn-00081,2024-12-13,SMITH JOHN CHECK,450.00,REF0081
txn-03320,2024-12-25,"JOHNSON, SARAH WIRE",1200.00,REF0320
txn-01536,2024-12-17,PAT MARTIN WIRE,1100.00,REF0536
txn-02554,2024-12-10,B LEE DEPOSIT,345.50,REF0554
txn-02760,2024-12-17,WIRE RECEIVED,1100.00,
txn-08951,2024-12-24,GRANT DEPOSIT,15613.00,EXT0951
txn-08329,2024-12-25,PAYMENT PATRICIA SUE MARTIN,1100.00,REF0329
txn-07331,2024-12-20,GEORGE WILLIAM CARTER ONLINE,9870.50,REF0331
txn-06961,2024-12-11,GRANT DEPOSIT,7315.77,EXT0961
txn-00643,2024-12-16,JOS CLARK ACH PMT,1567.00,REF0643
txn-04008,2024-12-17,MARTIN PATRICIA ONLINE,1100.00,REF0008
txn-00359,2024-12-16,TURNER BRIAN ACH PMT,4560.00,REF0359
txn-06833,2024-12-19,UNKNOWN DEPOSIT,6750.00,
txn-06414,2024-12-10,M CAMPBELL PAYMENT,2567.75,REF0414
txn-05546,2024-12-19,ONLINE PMT D SCOTT,789.25,REF0546
txn-09177,2024-12-12,DEP LINDA CAROL MOORE,675.00,REF0177
txn-08606,2024-12-12,DON WRIGHT PAYMENT,2345.00,REF0606
txn-01706,2024-12-11,UNKNOWN DEPOSIT,2345.00,REF0706
txn-01170,2024-12-21,PAYMENT MARIA TERESA CAMPBELL,2567.75,REF0170
txn-05060,2024-12-23,LEE BARBARA ONLINE,345.50,REF0060
txn-00597,2024-12-19,JENNIFER G,4500.00,REF0597
txn-03476,2024-12-24,DONALD W,2345.00,REF0476
txn-03392,2024-12-11,PAYMENT RICHARD DEAN TAYLOR,8900.00,REF0392
txn-04975,2024-12-23,TAX REFUND DEPOSIT,2902.44,EXT0975
txn-03144,2024-12-18,"WILLIAMS, MICHAEL CHECK DEP",875.50,REF0144
txn-01846,2024-12-21,MISC PAYMENT,6750.00,
txn-07730,2024-12-25,CHECK DEPOSIT,2340.00,REF0730
txn-05631,2024-12-18,JONES S DEP,1200.00,REF0631
txn-06057,2024-12-17,CARTER GEORGE CHECK,9870.50,REF0057
txn-00018,2024-12-25,KENNETH RAY BAKER ACH,3456.00,REF0018
txn-03743,2024-12-11,PAYMENT RECEIVED,345.00,
txn-03316,2024-12-11,WIRE RICHARD DEAN TAYLOR,8900.00,REF0316
txn-05951,2024-12-24,GRANT DEPOSIT,15613.00,EXT0951
txn-08023,2024-12-22,SARAH MARIE JOHNSON CHECK DEP,1200.00,REF0023
txn-01998,2024-12-15,EXTERNAL TRANSFER IN,1587.86,EXT0998
txn-01313,2024-12-11,LEWIS SUSAN CHECK,923.25,REF0313
txn-05694,2024-12-23,WILLIAMS M CHECK DEP,875.50,REF0694
txn-03140,2024-12-12,LEWIS SUSAN CHECK DEP,923.25,REF0140
txn-06920,2024-12-17,VENDOR REBATE,1298.07,EXT0920
txn-09082,2024-12-12,"WALKER, NANCY ONLINE PMT",287.00,REF0082
txn-03166,2024-12-21,ONLINE PMT MARGARET ANN MITCHELL,234.25,REF0166
txn-08510,2024-12-15,GREEN R ONLINE,1234.00,REF0510
txn-03261,2024-12-14,MITCHELL MARGARET WIRE,234.25,REF0261
txn-04635,2024-12-11,DANIEL T,2890.00,REF0635
txn-02585,2024-12-17,SUSAN LEWIS,923.25,REF0585
txn-09892,2024-12-13,CHECK PAYMENT,789.25,
txn-08533,2024-12-18,ADAMS SAND,456.75,REF0533
txn-01545,2024-12-17,ROBERTS RUTH,892.50,REF0545
txn-04062,2024-12-12,KING BETTY DEPOSIT,198.50,REF0062
txn-01115,2024-12-21,"WILSON, AMANDA CHECK",3200.00,REF0115
txn-06335,2024-12-19,AMANDA LYNN WILSON CHECK DEP,3200.00,REF0335
txn-08582,2024-12-23,ANDERSON ROBE,725.00,REF0582
txn-07969,2024-12-24,LOAN DISBURSEMENT,10502.36,EXT0969
txn-01354,2024-12-11,"ROBERTS, RUTH ONLINE PMT",892.50,REF0354
txn-06269,2024-12-21,BAKER KENNETH ONLINE,3456.00,REF0269
txn-05153,2024-12-13,KEVIN MICHAEL PHILLIPS ACH,345.00,REF0153
txn-00074,2024-12-21,"WILLIAMS, MICHAEL WIRE",875.50,REF0074
txn-05401,2024-12-24,BETTY K,198.50,REF0401
txn-09631,2024-12-18,JONES S DEP,1200.00,REF0631
txn-06984,2024-12-21,LOYALTY BONUS,45.20,EXT0984
txn-00476,2024-12-24,DONALD W,2345.00,REF0476
txn-00619,2024-12-20,NAN WALKER DEP,287.00,REF0619
txn-05542,2024-12-21,CHA HALL PAYMENT,1890.75,REF0542
txn-06489,2024-12-23,CARTER GEOR,9870.50,REF0489
txn-00901,2024-12-19,TAX REFUND DEPOSIT,554.38,EXT0901
txn-02938,2024-12-11,PROMOTIONAL CREDIT,242.32,EXT0938
txn-08438,2024-12-14,PAYMENT K PHILLIPS,345.00,REF0438
txn-02268,2024-12-25,DEP AMANDA LYNN WILSON,3200.00,REF0268
txn-03417,2024-12-20,CAMPBELL M DEPOSIT,2567.75,REF0417
txn-05710,2024-12-13,ACH DEPOSIT,1100.00,
txn-05876,2024-12-23,CHECK PAYMENT,2567.75,
txn-03890,2024-12-19,PAYMENT RECEIVED,675.00,REF0890
txn-00513,2024-12-12,SMITH JOHN,450.00,REF0513
txn-03687,2024-12-13,ACH M WILLIAMS,875.50,REF0687
txn-08638,2024-12-25,TURNER B CHECK DEP,4560.00,REF0638
txn-03984,2024-12-21,LOYALTY BONUS,45.20,EXT0984
txn-04958,2024-12-12,TAX REFUND DEPOSIT,1607.24,EXT0958
txn-01670,2024-12-20,SARAH J,1200.00,REF0670
txn-06807,2024-12-16,PAYMENT RECEIVED,5600.00,REF0807
txn-03968,2024-12-18,INVESTMENT INCOME,940.63,EXT0968
txn-02657,2024-12-21,DEPOSIT P MARTIN,1100.00,REF0657
txn-02134,2024-12-20,MARTIN PATRICIA ACH,1100.00,REF0134
txn-02253,2024-12-22,NANCY LOU WALKER PAYMENT,287.00,REF0253
txn-01578,2024-12-10,CHECK DEP S YOUNG,6750.00,REF0578
txn-05031,2024-12-15,"WALKER, NANCY CHECK DEP",287.00,REF0031
txn-07417,2024-12-20,CAMPBELL M DEPOSIT,2567.75,REF0417
txn-06657,2024-12-21,DEPOSIT P MARTIN,1100.00,REF0657
txn-00345,2024-12-17,"THOMAS, MICHELLE ONLINE",1875.50,REF0345
txn-00947,2024-12-22,LOYALTY BONUS,94.00,EXT0947
txn-07864,2024-12-15,WIRE TRANSFER,6750.00,
txn-07043,2024-12-22,GEORGE WILLIAM CARTER ONLINE,9870.50,REF0043
txn-03601,2024-12-20,JONES S ONLINE PMT,1200.00,REF0601
txn-02986,2024-12-11,TAX REFUND DEPOSIT,584.28,EXT0986
txn-00147,2024-12-12,RONALD GENE GREEN ACH,1234.00,REF0147
txn-03965,2024-12-16,ROYALTY PAYMENT,1279.00,EXT0965
txn-00404,2024-12-24,PEREZ E DEP,1678.00,REF0404
txn-05570,2024-12-11,WIRE J SMITH,450.00,REF0570
txn-02311,2024-12-11,"MITCHELL, MARGARET DEPOSIT",234.25,REF0311
txn-08408,2024-12-24,GEORGE C,9870.50,REF0408
txn-06917,2024-12-19,LOAN DISBURSEMENT,15925.74,EXT0917
txn-06516,2024-12-14,ACH D SCOTT,789.25,REF0516
txn-07278,2024-12-15,WIRE CHARLES EDWARD HALL,1890.75,REF0278
txn-08746,2024-12-18,CASH DEPOSIT,432.75,REF0746
txn-09232,2024-12-15,CHRISTOPHER JAMES BROWN CHECK DEP,567.25,REF0232
txn-04018,2024-12-25,KENNETH RAY BAKER ACH,3456.00,REF0018
txn-08098,2024-12-11,"DAVIS, EMILY ONLINE PMT",2340.00,REF0098
txn-00452,2024-12-22,CHECK A WILSON,3200.00,REF0452
txn-01022,2024-12-21,KENNETH RAY BAKER PAYMENT,3456.00,REF0022
txn-07019,2024-12-19,WRIGHT DONALD CHECK,2345.00,REF0019
txn-05889,2024-12-22,MISC PAYMENT,456.75,REF0889
txn-06153,2024-12-13,KEVIN MICHAEL PHILLIPS ACH,345.00,REF0153
txn-00061,2024-12-23,"LEE, BARBARA ONLINE PMT",345.50,REF0061
txn-09797,2024-12-22,CHECK RECEIVED,3200.00,REF0797
txn-05118,2024-12-10,"GREEN, RONALD CHECK",1234.00,REF0118
txn-08971,2024-12-17,VENDOR REBATE,329.08,EXT0971
txn-01797,2024-12-22,CHECK RECEIVED,3200.00,REF0797
txn-01264,2024-12-16,ONLINE PMT RONALD GENE GREEN,1234.00,REF0264
txn-08003,2024-12-10,CLARK JOSEPH ACH,1567.00,REF0003
txn-00075,2024-12-11,ADAMS SANDRA ACH,456.75,REF0075
txn-06253,2024-12-22,NANCY LOU WALKER PAYMENT,287.00,REF0253
txn-09092,2024-12-15,MARTIN PATRICIA ONLINE PMT,1100.00,REF0092
txn-07975,2024-12-23,TAX REFUND DEPOSIT,2902.44,EXT0975
txn-07863,2024-12-13,CHECK RECEIVED,432.75,
txn-01526,2024-12-20,BARBARA LEE,345.50,REF0526
txn-06671,2024-12-20,ACH PMT R ROBERTS,892.50,REF0671
txn-06566,2024-12-21,SARAH J,1200.00,REF0566
txn-02184,2024-12-25,JAMES PATRICK HARRIS WIRE,432.75,REF0184
txn-04800,2024-12-16,PAYMENT,1200.00,
txn-03604,2024-12-10,DAVIS EMIL,2340.00,REF0604
txn-08160,2024-12-14,ONLINE MICHAEL ROBERT WILLIAMS,875.50,REF0160
txn-02330,2024-12-25,DONALD RAY WRIGHT ONLINE PMT,2345.00,REF0330
txn-09970,2024-12-17,REFUND FROM VENDOR,492.10,EXT0970
txn-06947,2024-12-22,LOYALTY BONUS,94.00,EXT0947
txn-01360,2024-12-15,ANDERSON ROBERT ACH PMT,725.00,REF0360
txn-04060,2024-12-23,LEE BARBARA ONLINE,345.50,REF0060
txn-07089,2024-12-24,DEP GEORGE WILLIAM CARTER,9870.50,REF0089
txn-03712,2024-12-10,ONLINE DEPOSIT,299.00,
txn-07822,2024-12-21,CHECK RECEIVED,198.50,REF0822
txn-00435,2024-12-14,RON GREEN PAYMENT,1234.00,REF0435
txn-02390,2024-12-12,"ROBERTS, RUTH ONLINE",892.50,REF0390
txn-03428,2024-12-20,ROBINSON T PAYMENT,4125.00,REF0428
txn-01581,2024-12-15,ELIZABETH WHITE,5600.00,REF0581
txn-05096,2024-12-23,DEPOSIT KEVIN MICHAEL PHILLIPS,345.00,REF0096
txn-06154,2024-12-17,ROBERT LEE ANDERSON CHECK DEP,725.00,REF0154
txn-04713,2024-12-21,CHECK DEPOSIT,675.00,REF0713
txn-06158,2024-12-18,JOSEPH MARK CLARK ONLINE,1567.00,REF0158
txn-05314,2024-12-16,"THOMAS, MICHELLE DEPOSIT",1875.50,REF0314
txn-03666,2024-12-23,EMILY DAVIS,2340.00,REF0666
txn-08467,2024-12-18,ANDERSON ROBE,725.00,REF0467
txn-04315,2024-12-11,ONLINE PMT CHARLES EDWARD HALL,1890.75,REF0315
txn-08104,2024-12-20,ONLINE CHARLES EDWARD HALL,1890.75,REF0104
txn-09808,2024-12-14,CASH DEPOSIT,875.50,REF0808
txn-02948,2024-12-16,BANK ADJUSTMENT,186.33,EXT0948
txn-05394,2024-12-18,"MARTIN, PATRICIA WIRE",1100.00,REF0394
txn-07765,2024-12-16,CHECK PAYMENT,234.25,REF0765
txn-03548,2024-12-18,ELIZABETH WHITE,5600.00,REF0548
txn-08652,2024-12-10,MIC THOMAS DEP,1875.50,REF0652
txn-04722,2024-12-20,CHECK RECEIVED,923.25,REF0722
txn-02006,2024-12-20,MARTINEZ DAVID WIRE,189.99,REF0006
txn-09843,2024-12-20,CHECK DEPOSIT,234.25,
txn-05646,2024-12-18,DEPOSIT R GREEN,1234.00,REF0646
txn-07775,2024-12-25,CHECK DEPOSIT,198.50,
txn-05985,2024-12-25,INSURANCE REFUND,3263.32,EXT0985
txn-06911,2024-12-14,BANK ADJUSTMENT,11.74,EXT0911
txn-05749,2024-12-18,ACH TRANSFER,2567.75,
txn-06450,2024-12-17,GREEN R ONLINE PMT,1234.00,REF0450
txn-00808,2024-12-14,CASH DEPOSIT,875.50,REF0808
txn-04755,2024-12-23,CUSTOMER PAYMENT,1678.00,REF0755
txn-02495,2024-12-24,BARBARA LEE,345.50,REF0495
txn-01939,2024-12-22,INTEREST PAYMENT,179.25,EXT0939
txn-07660,2024-12-19,WHITE ELIZ,5600.00,REF0660
txn-03420,2024-12-22,LIN MOORE CHECK,675.00,REF0420
txn-08199,2024-12-19,KING BETTY ACH PMT,198.50,REF0199
txn-04057,2024-12-17,CARTER GEORGE CHECK,9870.50,REF0057
txn-04199,2024-12-19,KING BETTY ACH PMT,198.50,REF0199
txn-05297,2024-12-14,"LEE, BARBARA WIRE",345.50,REF0297
txn-08836,2024-12-24,ACH DEPOSIT,4125.00,
txn-08592,2024-12-13,BAKER K DEPOSIT,3456.00,REF0592
txn-08012,2024-12-19,NANCY LOU WALKER ACH PMT,287.00,REF0012
txn-06274,2024-12-11,CHECK DEP SANDRA LEE ADAMS,456.75,REF0274
txn-04813,2024-12-13,ACH TRANSFER,892.50,
txn-07418,2024-12-25,CHECK D WRIGHT,2345.00,REF0418
txn-02254,2024-12-19,DONALD RAY WRIGHT CHECK,2345.00,REF0254
txn-01597,2024-12-19,JENNIFER G,4500.00,REF0597
txn-08569,2024-12-16,MARIA C,2567.75,REF0569
txn-08912,2024-12-10,DIVIDEND PAYMENT,943.68,EXT0912
txn-04377,2024-12-12,CAMPBELL MARIA ACH PMT,2567.75,REF0377
txn-04081,2024-12-13,SMITH JOHN CHECK,450.00,REF0081
txn-04165,2024-12-19,"CARTER, GEORGE WIRE",9870.50,REF0165
txn-02240,2024-12-22,THOMAS MICHELLE CHECK,1875.50,REF0240
txn-02809,2024-12-18,DEPOSIT,345.50,REF0809
txn-06627,2024-12-15,S LEWIS ACH,923.25,REF0627
txn-02020,2024-12-10,DEP STEVEN PAUL YOUNG,6750.00,REF0020
txn-03518,2024-12-13,MITCHELL M WIRE,234.25,REF0518
txn-01048,2024-12-15,PAYMENT SARAH MARIE JOHNSON,1200.00,REF0048
txn-06238,2024-12-14,MARIA TERESA CAMPBELL ONLINE,2567.75,REF0238
txn-09589,2024-12-20,ONLINE R ANDERSON,725.00,REF0589
txn-09864,2024-12-15,WIRE TRANSFER,6750.00,
txn-00148,2024-12-19,KAREN SUE ALLEN ACH,534.00,REF0148
txn-06576,2024-12-17,ALLEN KARE,534.00,REF0576
txn-05886,2024-12-16,CASH DEPOSIT,1875.50,REF0886
txn-01341,2024-12-16,"WRIGHT, DONALD ONLINE",2345.00,REF0341
txn-05781,2024-12-18,ACH TRANSFER,1100.00,
txn-01262,2024-12-13,"BAKER, KENNETH ONLINE PMT",3456.00,REF0262
txn-08760,2024-12-17,WIRE RECEIVED,1100.00,
txn-01101,2024-12-19,CHECK KEVIN MICHAEL PHILLIPS,345.00,REF0101
txn-06706,2024-12-11,UNKNOWN DEPOSIT,2345.00,REF0706
txn-07238,2024-12-14,MARIA TERESA CAMPBELL ONLINE,2567.75,REF0238
txn-07300,2024-12-25,PAYMENT DAVID ALLEN MARTINEZ,189.99,REF0300
txn-03039,2024-12-20,WALKER NANCY PAYMENT,287.00,REF0039
txn-01357,2024-12-16,"JOHNSON, SARAH ONLINE",1200.00,REF0357
txn-02918,2024-12-20,EXTERNAL TRANSFER IN,1005.99,EXT0918
txn-01564,2024-12-20,DONALD W,2345.00,REF0564
txn-04758,2024-12-13,DEPOSIT,287.00,REF0758
txn-05664,2024-12-12,DAVIS E PAYMENT,2340.00,REF0664
txn-07280,2024-12-12,JOHN DAVID SMITH ACH PMT,450.00,REF0280
txn-05429,2024-12-13,THOMAS MICH,1875.50,REF0429
txn-00766,2024-12-11,UNKNOWN DEPOSIT,875.50,
txn-01443,2024-12-24,M THOMAS ONLINE,1875.50,REF0443
txn-01972,2024-12-21,INSURANCE REFUND,4142.36,EXT0972
txn-05955,2024-12-25,DIVIDEND PAYMENT,849.33,EXT0955
txn-09909,2024-12-25,GRANT DEPOSIT,6256.22,EXT0909
txn-06436,2024-12-19,ONLINE K BAKER,3456.00,REF0436
txn-09233,2024-12-22,SARAH MARIE JOHNSON DEP,1200.00,REF0233
txn-06122,2024-12-17,THOMPSON DANIEL CHECK,2890.00,REF0122
txn-08095,2024-12-23,GEORGE WILLIAM CARTER DEP,9870.50,REF0095
txn-04325,2024-12-11,JACKSON WILLIAM PAYMENT,299.00,REF0325
txn-01645,2024-12-12,CHECK DEP D MARTINEZ,189.99,REF0645
txn-08470,2024-12-13,MICHELLE T,1875.50,REF0470
txn-04721,2024-12-14,PAYMENT RECEIVED,432.75,REF0721
txn-04506,2024-12-19,CHRISTOPHER BROWN,567.25,REF0506
txn-01988,2024-12-10,VENDOR REBATE,1447.97,EXT0988
txn-06062,2024-12-12,KING BETTY DEPOSIT,198.50,REF0062
txn-03186,2024-12-23,"THOMAS, MICHELLE WIRE",1875.50,REF0186
txn-09182,2024-12-23,NELSON ASHLEY CHECK,567.00,REF0182
txn-06745,2024-12-24,WIRE RECEIVED,725.00,REF0745
txn-05957,2024-12-14,TAX REFUND DEPOSIT,2952.96,EXT0957
txn-03828,2024-12-18,WIRE RECEIVED,1200.00,REF0828
txn-08054,2024-12-25,TURNER BRIAN PAYMENT,4560.00,REF0054
txn-09458,2024-12-20,MARIA CAMPBELL,2567.75,REF0458
txn-04779,2024-12-24,UNKNOWN DEPOSIT,2345.00,REF0779
txn-00015,2024-12-12,ALLEN KAREN WIRE,534.00,REF0015
txn-05069,2024-12-16,WILSON AMANDA ACH PMT,3200.00,REF0069
txn-06443,2024-12-24,M THOMAS ONLINE,1875.50,REF0443
txn-05973,2024-12-18,REFUND FROM VENDOR,238.15,EXT0973
txn-01192,2024-12-14,"THOMPSON, DANIEL ACH",2890.00,REF0192
txn-03004,2024-12-18,CLARK JOSEPH WIRE,1567.00,REF0004
txn-07158,2024-12-18,JOSEPH MARK CLARK ONLINE,1567.00,REF0158
txn-01858,2024-12-14,WIRE RECEIVED,2890.00,REF0858
txn-00333,2024-12-13,"MARTIN, PATRICIA WIRE",1100.00,REF0333
txn-05171,2024-12-19,SUSAN KAY LEWIS DEP,923.25,REF0171
txn-08962,2024-12-16,GRANT DEPOSIT,16706.22,EXT0962
txn-01250,2024-12-23,SMITH JOHN CHECK DEP,450.00,REF0250
txn-02558,2024-12-14,BETTY K,198.50,REF0558
txn-06902,2024-12-17,TAX REFUND DEPOSIT,1197.96,EXT0902
txn-05532,2024-12-25,PAYMENT D MARTINEZ,189.99,REF0532
txn-06861,2024-12-24,MISC PAYMENT,675.00,REF0861
txn-03045,2024-12-19,MARTIN PATRICIA DEPOSIT,1100.00,REF0045
txn-02870,2024-12-20,ONLINE DEPOSIT,198.50,
txn-04380,2024-12-21,CLARK JOSEPH DEPOSIT,1567.00,REF0380
txn-01796,2024-12-19,WIRE RECEIVED,450.00,
txn-06184,2024-12-25,JAMES PATRICK HARRIS WIRE,432.75,REF0184
txn-02381,2024-12-11,JAMES PATRICK HARRIS ONLINE PMT,432.75,REF0381
txn-09993,2024-12-18,LOAN DISBURSEMENT,21420.98,EXT0993
txn-08342,2024-12-19,"GREEN, RONALD ONLINE PMT",1234.00,REF0342
txn-05462,2024-12-21,BRI TURNER ACH PMT,4560.00,REF0462
txn-02748,2024-12-20,ONLINE DEPOSIT,4125.00,REF0748
txn-00906,2024-12-17,SETTLEMENT PAYMENT,5709.05,EXT0906
txn-04621,2024-12-22,DAVID M,189.99,REF0621
txn-01841,2024-12-21,PAYMENT,892.50,REF0841
txn-00676,2024-12-18,E WHITE DEP,5600.00,REF0676
txn-04340,2024-12-25,DAVIS EMILY DEPOSIT,2340.00,REF0340
txn-07895,2024-12-14,CUSTOMER PAYMENT,1678.00,REF0895
txn-03098,2024-12-11,"DAVIS, EMILY ONLINE PMT",2340.00,REF0098
txn-03129,2024-12-20,JACKSON WILLIAM DEP,299.00,REF0129
txn-00479,2024-12-15,MARGARET MITCHELL,234.25,REF0479
txn-08990,2024-12-15,LOYALTY BONUS,26.06,EXT0990
txn-08699,2024-12-13,J SMITH DEP,450.00,REF0699
txn-07528,2024-12-22,MIC WILLIAMS WIRE,875.50,REF0528
txn-09817,2024-12-20,CHECK DEPOSIT,3200.00,REF0817
txn-01266,2024-12-17,PAYMENT DOROTHY MAE SCOTT,789.25,REF0266
txn-02932,2024-12-21,BANK ADJUSTMENT,67.90,EXT0932
txn-00632,2024-12-22,RICHARD T,8900.00,REF0632
txn-09799,2024-12-22,CHECK RECEIVED,2567.75,
txn-07781,2024-12-18,ACH TRANSFER,1100.00,
txn-08261,2024-12-14,MITCHELL MARGARET WIRE,234.25,REF0261
txn-06232,2024-12-15,CHRISTOPHER JAMES BROWN CHECK DEP,567.25,REF0232
txn-06059,2024-12-21,"NELSON, ASHLEY DEP",567.00,REF0059
txn-09250,2024-12-23,SMITH JOHN CHECK DEP,450.00,REF0250
txn-08358,2024-12-20,GEORGE WILLIAM CARTER DEP,9870.50,REF0358
txn-01457,2024-12-14,JACKSON WILL,299.00,REF0457
txn-09751,2024-12-19,CHECK DEPOSIT,1100.00,REF0751
txn-03363,2024-12-17,EMILY ROSE DAVIS ONLINE,2340.00,REF0363
txn-03605,2024-12-23,ACH PMT E WHITE,5600.00,REF0605
txn-07833,2024-12-19,UNKNOWN DEPOSIT,6750.00,
txn-06898,2024-12-14,UNKNOWN DEPOSIT,287.00,
txn-06437,2024-12-23,TURNER B DEP,4560.00,REF0437
txn-09005,2024-12-18,DEP MARIA TERESA CAMPBELL,2567.75,REF0005
txn-06637,2024-12-24,A NELSON DEPOSIT,567.00,REF0637
txn-04840,2024-12-12,WIRE RECEIVED,1890.75,
txn-05932,2024-12-21,BANK ADJUSTMENT,67.90,EXT0932
txn-09792,2024-12-25,CHECK RECEIVED,3456.00,
txn-03728,2024-12-11,CASH DEPOSIT,4125.00,REF0728
txn-08472,2024-12-20,E PEREZ CHECK,1678.00,REF0472
txn-02064,2024-12-10,MICHELLE KATE THOMAS PAYMENT,1875.50,REF0064
txn-01107,2024-12-12,"MARTINEZ, DAVID CHECK DEP",189.99,REF0107
txn-01785,2024-12-10,ACH DEPOSIT,675.00,REF0785
txn-02471,2024-12-17,PATRICIA MARTIN,1100.00,REF0471
txn-07415,2024-12-21,WILLIAMS MICH,875.50,REF0415
txn-08872,2024-12-12,PAYMENT,456.75,REF0872
txn-00330,2024-12-25,DONALD RAY WRIGHT ONLINE PMT,2345.00,REF0330
txn-04479,2024-12-15,MARGARET MITCHELL,234.25,REF0479
txn-04660,2024-12-19,WHITE ELIZ,5600.00,REF0660
txn-00240,2024-12-22,THOMAS MICHELLE CHECK,1875.50,REF0240
txn-00475,2024-12-17,CHARLES HALL,1890.75,REF0475
txn-06254,2024-12-19,DONALD RAY WRIGHT CHECK,2345.00,REF0254
txn-00288,2024-12-13,WALKER NANCY PAYMENT,287.00,REF0288
txn-00648,2024-12-17,MARTINEZ DAVI,189.99,REF0648
txn-07229,2024-12-18,RUTH ELLEN ROBERTS DEP,892.50,REF0229
txn-09688,2024-12-23,ROBINSON THOM,4125.00,REF0688
txn-00105,2024-12-12,MITCHELL MARGARET ACH,234.25,REF0105
txn-08765,2024-12-16,CHECK PAYMENT,234.25,REF0765
txn-07161,2024-12-17,RUTH ELLEN ROBERTS WIRE,892.50,REF0161
txn-08847,2024-12-16,WIRE RECEIVED,456.75,
txn-03310,2024-12-18,"JACKSON, WILLIAM CHECK DEP",299.00,REF0310
txn-00681,2024-12-11,STE YOUNG WIRE,6750.00,REF0681
txn-02177,2024-12-12,DEP LINDA CAROL MOORE,675.00,REF0177
txn-01029,2024-12-23,ONLINE PMT JAMES PATRICK HARRIS,432.75,REF0029
txn-03797,2024-12-22,CHECK RECEIVED,3200.00,REF0797
txn-08647,2024-12-19,ROBINSON T CHECK DEP,4125.00,REF0647
txn-06622,2024-12-23,ROBERTS RUTH,892.50,REF0622
txn-00607,2024-12-24,BARBARA LEE,345.50,REF0607
txn-00641,2024-12-25,DAVID M,189.99,REF0641
txn-01510,2024-12-15,GREEN R ONLINE,1234.00,REF0510
txn-00269,2024-12-21,BAKER KENNETH ONLINE,3456.00,REF0269
txn-00891,2024-12-21,CHECK DEPOSIT,1875.50,REF0891
txn-03502,2024-12-12,DOR SCOTT WIRE,789.25,REF0502
txn-08777,2024-12-19,ACH TRANSFER,2567.75,REF0777
txn-02629,2024-12-14,RON GREEN WIRE,1234.00,REF0629
txn-02060,2024-12-23,LEE BARBARA ONLINE,345.50,REF0060
txn-05934,2024-12-22,INTEREST PAYMENT,194.76,EXT0934
txn-02622,2024-12-23,ROBERTS RUTH,892.50,REF0622
txn-07602,2024-12-13,ONLINE PMT R GREEN,1234.00,REF0602
txn-08721,2024-12-14,PAYMENT RECEIVED,432.75,REF0721
txn-08484,2024-12-24,D MARTINEZ CHECK,189.99,REF0484
txn-04562,2024-12-21,LINDA M,675.00,REF0562
txn-05862,2024-12-17,CHECK RECEIVED,1100.00,
txn-08343,2024-12-11,CHECK DEP JAMES PATRICK HARRIS,432.75,REF0343
txn-04615,2024-12-12,W JACKSON ACH PMT,299.00,REF0615
txn-06030,2024-12-21,HARRIS JAMES ACH,432.75,REF0030
txn-03750,2024-12-16,MISC PAYMENT,4125.00,REF0750
txn-05988,2024-12-10,VENDOR REBATE,1447.97,EXT0988
txn-03626,2024-12-22,GARCIA J WIRE,4500.00,REF0626
